label;message;message_clean
1;"Bonjour , mon taux de prélèvement est a ce jour, calculés sur revenus 0000 de 0000.0000 % et je suis prélevé a ce taux depuis le 0000/0000/0000 ; or, sur mes revenus 0000 mon taux est passé à 0000.0000 % ( suite a l édition de l avis de situation déclarative sur revenus 0000) ; Quand vais être remboursé du trop versé de XXXXX à ce jour et quand mon nouveau taux va t-il être appliqué sur mes pensions ? Merci pour votre réponse Cordialement XXXXX XXXXX";taux prélèvement jour calculer revenir prélever taux depuis or revenir tal passer suite édition avi situation déclaratif revenir quand aller rembourser trop verser jour quand nouveau taux aller appliquer pension réponse
8;"Bonjour, Ma question n'est pas sur le taux de prélèvement lui-même mais le fait qu'il soit écrit que pour ma femme le taux est, et sera de XXXXX,XXXXX% et qu'il lui est malgré tout appliqué une retenue sur ses retraites, ce qui parait évident. Exemple : : ARRCXXXXX 0000 = € 0000.0000 et dès XXXXX 0000 = € 0000.0000 CARSAT 0000 = € 0000.0000 "" "" "" 0000 = € 0000.0000 Il est préférable d'écrire que le taux du foyer est de 0000.0000 % pour chacun ? Je vous remercie par avance de bien vouloir m'expliquer ce qu'est et ce que représente exactement ce taux de prélèvement à la source car il y a quelque chose qui m'échappe..... Bien à vous. XXXXX XXXXX";question taux prélèvement faire écrire femme tal malgré tout appliqué retenir retraite parer évident exemple arrcxxxx dès carsat préférable écrire taux foyer chacun avancer bien vouloir expliquer représenter exactement taux prélèvement source quelque chose échapper bien
1;je tenais à vous signaler que depuis quelques moi mes revenus ont encore baissé! je ne perçois que: 0000 ou 0000 / mois de Pole Emploi suivant les mois de 0000 ou 0000 jours ( environ 0000€/jour) voir période du mois de Mars car c'est celle ci qui sera prise en compte chaque mois dorénavant. 0000 / mois de la XXXXX;tenir signaler depuis quelque revenu encore baissé percevoir mois pole emploi suivre mois jour environ jour voir période mois mars celui ci prise compte chaque mois dorénavant mois
1;Bonjour Me , Mr. J'ai modifié début janvier mon taux de prélèvement à la source sur mon compte en ligne selon la procédure indiquée , mais le prélèvement effectué sur mes pensions de retraite est resté le meme . Pouvez vous m'indiquer quand ce changement sera transmis et pris en compte par mes caisses de retraite. Cordialement . XXXXX XXXXX;modifier début janvier taux prélèvement source compte ligne selon procédure indiquer prélèvement effectuer pension retraite rester meme pouvoir indiquer quand changement transmettre prendre compte caisse retraite
8;Bonjour, je trouve mon taux de prélèvement à la source étrangement élevé (0000,0000%, ma conjointe étant à 0000.0000%). En effet si je fais une simulation simplifiée, je suis à moins de 0000%. Je n'arrive pas à voire ce qui ne va pas. La seule différence entre les 0000 est que dans la simulation je ne renseigne pas les revenus fonciers de ma conjointe (qui ne sont pas sensés impactés mon taux, non?). merci d'avance pour votre aide;trouver taux prélèvement source étrangement élevé conjoint effet faire simulation simplifier moins arriver voire aller seul différence entrer simulation renseign revenir foncier conjoint sensé impacter taux non avance aide
1;Bonjour, Je viens de réaliser ma déclaration de revenu en ligne et à l'issu de cette déclaration, le taux de prélèvement à la source prévu pour septembre 0000 sera de 0000%. Or, en 0000 j'étais en contrat de professionnalisation (jusqu'au 0000 juin 0000) puis j'ai été au chômage jusqu'au 0000 août 0000. A cette date j'ai repris un contrat d'apprentissage (je suis restée inscrite au pôle emploi pendant ma période d'essai). Mais ce contrat d'apprentissage me donne un salaire moindre que pendant mon précédent contrat. Et ce contrat d'apprentissage se fini le 0000 août 0000. Par conséquent mon taux de prélèvement ne peux être de 0000%. Ainsi, merci de bien vouloir réévaluer mon taux pour septembre 0000 (je vous joins mon contrat d'apprentissage (je suis en situation de handicap,c'est pourquoi j'ai pu signer un contrat d'apprentissage malgré mon âge) ainsi que ma dernière fiche de paie). Cordialement. XXXXX-XXXXX XXXXX;venir réaliser déclaration revenir ligne issu déclaration tal prélèvement source prévoir septembre or contrat professionnalisation jusqu juin pouvoir chômage jusqu août date reprendre contrat apprentissage rester inscrire pôle emploi pendant période essai contrat apprentissage donne salaire moindre pendant précédent contrat contrat apprentissage finir août conséquent taux prélèvement pouvoir ainsi bien vouloir réévaluer taux septembre joindre contrat apprentissage situation handicap pourquoi pouvoir signer contrat apprentissage malgré âge ainsi dernier fiche payer
8;Bonjour, sur ma feuille d'impot est noté taux foyer 0000.0000% ou pour mon conjoint 0000.0000% et moi 0000.0000%. d'où vient cette différence entre le taux foyer le taux individuel. De plus, je ne déclare plus de pension alimentaire pour fils. comment cela se passe t'il ?;feuille impot noter taux foyer conjoint où venir différence entrer taux foyer tal individuel plus déclarer plus pension alimentaire fil comment passer
1;Bonjour, Mon taux était de 0000,0000 % jusqu'à mars 0000. J'ai déclaré un changement de revenue et une naissance sur 0000, je suis donc passé à 0000% depuis avril 0000. j'ai effectué ma déclaration de revenu 0000 qui m'annonce un taux à 0000% des janvier 0000. Ma situation devrait être la même qu'aujourd'hui avec mon taux à 0000%. comment faire la modification pour janvier 0000 ?;taux jusqu mars déclarer changement revenir naissance passer depuis avril effectuer déclaration revenir annoncer taux janvier situation devoir aujourd hui taux comment modification janvier
1;Bonjour, Les revenus de mon couple ont subi une augmentation depuis la déclaration de nos revenus 0000 où mon mari et moi étions non-imposables. Dois-je de suite modifier dans mon espace personnel notre taux de prélèvement, actuellement de 0000 % ou puis-je attendre la déclaration qui sera effectuée en avril-mai ? Si nous attendons la déclaration d'avril-mai, nous appliquerez-vous des pénalités pour ne pas avoir rectifié notre taux de prélèvement dès janvier ?Si je modifie dès à présent notre taux de prélèvement, est-il possible d'avoir des taux différents car mon mari perçoit un salaire plus élevé que le mien ? Si oui, quelle est la démarche ? Aucune pénalité n'est appliquée du fait de ce changement de taux ? Je vous remercie pour votre réponse. Cordialement. XXXXX XXXXX;revenu couple subir augmentation depuis déclaration revenir où mari non imposable devoir suite modifier espace personnel taux prélèvement actuellement pouvoir attendre déclaration effectuer avril mai attendre déclaration avril mai appliquer pénalité rectifier taux prélèvement dès janvier modifier dès présent taux prélèvement possible taux différent mari percevoir salaire plus élevé mien oui quel démarche aucun pénalité appliquer faire changement tal réponse
1;Bonjour, J'ai bien reçu votre taux de pourcentage de 0000.0000% mais mon souci c'est que dans la dernière déclaration j'avais déclaré le paiement de la société de mon mari décédé en décembre 0000. (soit environ 0000€) Comment je peux faire pour retirer cette somme pour mon nouveau calcul car je ne vourdais pas être trop prélevé sur mon salaire pour l'XXXXX́e 0000. Merci par avance pour votre aide Cordialement Mme XXXXX;bien recevoir taux pourcentage souci dernier déclaration déclarer paiement société mari décéder décembre environ comment pouvoir retirer somme nouveau calcul vourder trop prélever salaire avancer aide
1;bonjour, la situation de mon mari a changé depuis le mois de Septembre, il est en effet au chômage et toute une pension d'invalidité de catégorie 0000, est ce que je dois le signaler quelque part ? de plus le pôle emploi a déjà fait le prélèvement à la source sur les indemnités de mon mari sur le mois de Décembre, est ce logique ? Je vous remercie par avance du temps que vous prendrez pour répondre à mes questions, cordialement XXXXX XXXXX;situation mari changer depuis mois septembre effet chômage tout pension invalidité catégorie devoir signaler quelque part plus pôle emploi déjà faire prélèvement source indemnité mari mois décembre logique avancer temps prendre répondre question
1;Bonjour, Je suis veuf et ma feue épouse est décédée en janvier 0000. Elle était titulaire d'une carte d'invalidité. Mon taux personnalisé a donc été calculé sur 0000,0000 parts et s'élève à 0000,0000 % selon vos calculs. ce qui me parait totalement exact. Pour 0000 je suis toujours veuf mais mon nombre de part devrait être je crois de 0000,0000 part. donc mon taux est trop faible. ce qui va avoir pour conséquence un fort rattrapage lorsque j'aurai fait ma déclaration de revenus pour 0000. Je souhaite donc l'augmenter pour tenir compte de ma situation fiscale qui passerait de 0000.0000 parts a 0000 part unique. J'ai essayé de le faire à travers le site, mais on me demande mes revenus 0000 que je ne connais pas encore ainsi que mes revenus 0000 que j'ignore totalement. ET je ne voudrai pas avoir à m'acquitter en fin d'XXXXX́e d'une somme importante pour régulariser ma situation. Ce changement du nombre de part ne devrait concerner que l'XXXXX́e à venir et je crains que l'usage d'un taux non personnalisé  soit pris en compte pour les XXXXX́es suivantes. Je ne sais donc pas comment faire pour que le prélèvement à la source colle au mieux à mes ressources afin de ne pas avoir à subir une régularisation importante en fin d'XXXXX́e 0000 et que mon choix éventuel de taux non personnalisé soit sans conséquence sur les XXXXX́es suivantes. Merci de votre aide. M XXXXX XXXXX-XXXXX;veuf feue épous décéder janvier titulaire carte invalidité taux personnaliser calculer part élever selon calcul parer totalement exact toujours veuf nombre part devoir croire part taux trop faible aller conséquence fort rattrapage lorsque fait déclaration revenir souhaiter augmenter tenir compte situation fiscal passer part part unique essayer travers site demande revenir connaître encore ainsi revenir ignorer totalement vouloir acquitter fin somme important régulariser situation changement nombre part devoir concerner venir crain usage tal non personnaliser prendre compte xxxxx́e suivant savoir comment prélèvement source colle mieux ressource afin subir régularisation important fin choix éventuel taux non personnaliser sans conséquence xxxxx́e suivant aide
1;"prélèvement à la source Bonjour, les revenus que j'ai perçus en 0000 et qui ont servi à calculer le % de prélèvement sont nettement supérieurs à ceux que je percevrai en 0000. C'est dû au fait qu'en 0000 j'ai travaillé jusqu'0000 aout, que je percevais en plus de mon salaire les complémentaires de mon époux décédé. A partir de septembre 0000 je n'ai plus touché que ma pension de retraite et les complémentaires de mon époux. Mes revenus mensuels s'élèvent aujourd'hui à 0000 euros. Le % de prélèvement indiqué sur ma déclaration est de 0000% . Je pense que ce % ne correspond plus à mes revenus actuels et je n'arrive pas à accéder au site ""modifier le prélèvement à la source"". il m'est indiqué ""site accessible à partir du 0000 janvier 0000 Pouvez vous m'apporter votre aide? Respectueusement XXXXX XXXXX";prélèvement source revenir percevoir servir calculer prélèvement nettement supérieur celui percevrai devoir faire travailler jusqu aout percevoir plus salaire complémentaire époux décéder partir septembre plus toucher pension retraite complémentaire époux revenu mensuel élever aujourd hui euro prélèvemer indiquer déclaration penser correspondre plus revenu actuel arriver accéder site modifier prélèvement source indiquer site accessible partir janvier pouvoir apporter aide respectueusement
8;Bonjour, NNous venons de déclarer notre pacse sur le site internet. Nous sommes étonné car le taux de prélèvement à la source change à la hausse pour ma compagne alors que le mien ne bouge pas alors qu'elle est non imposable. MMerci d'avance de votre réponse. CCordialement XXXXX ravaux;nnous venir déclarer pacse site internet étonner taux prélèvement source changer hausse compagne alors mien bouger alors non imposable mmerci avancer réponse ccordialement raval
1;Bonjour, pour l'exercice 0000 j'ai travaillé de février à fin août 0000. Depuis je suis au chômage et mes revenus ont baissés de 0000%. Quelle impact cela aura sur mon taux d'imposition? En vous remerciant.;exercice travailler février fin août depuis chômage revenir baisser quel impact taux imposition remercier
1:8;Bonjour, la réponse que je viens de recevoir ne correspond pas à la réponse d'un précédent courriel de reponse reçu. Je vous remets l'historique. Dans la première réponse on me dit que le taux du mois a juin a augmenté pour mon épouse car en 0000 elle a touché plus de salaire que moi (car elle a eu des primes), alors que dans le dernier mail on me dit que les taux jusqu'à aout 0000 correspondent aux revenus 0000 et que c'est seulement de septembre à décembre que les taux seront calculés sur les revenus 0000. dans ce cas pourquoi mon taux a t'il augmenté si nous sommes censés payer jusqu'à aout un taux qui correspond à 0000? je repose donc ma question, le taux actuel de 0000,0000, est calculé sur les revenus 0000 suite à l'obtention des primes de mon épouse en 0000? En 0000 elle ne devrait pas les avoir. Dans ce cas nous sommes en train de payer trop d'impôts. Quand la régularisation sera t'elle faite ? je pensais que le prélèvement à la source avait pour but de prélever directement les impots qui correspondent aux revenus sur le mois en cours, pour ne pas avoir à payer avec un an de retard des impots qui correspondent à l'XXXXX́e précédente et qui peuvent ne plus être d'actualité ? merci __________ De : Centre de contact XXXXX￼ Réponse de l'administration 0000/0000/0000 A : XXXXX XXXXX XXXXX Bonjour,   De janvier à août 0000, le prélèvement à la source est appliqué sur un taux basé sur les revenus 0000. Suite au dépôt de votre déclaration des revenus 0000, ce taux sera basé sur les revenus 0000 de septembre à décembre 0000. Ces prélèvements servent à provisionner l'impôt sur les revenus 0000, dont la déclaration sera à souscrire au printemps 0000. De l'impôt qui en découlera seront imputés les prélèvements effectués durant l'XXXXX́e 0000. La régularisation (versement complémentaire ou remboursement) se fera en août-septembre 0000.   Il en sera de même pour les revenus 0000 : prélèvement durant l'XXXXX́e 0000 pour provisionner l'impôt sur le revenu 0000, puis régularisation à l'été 0000.     Cordialement. ￼M. XXXXX XXXXX CONTROLEUR FIP _________________ De : Centre de contact XXXXX￼ Réponse de l'administration 0000/0000/0000 A : XXXXX XXXXX XXXXX Bonjour,   Votre taux appliqué depuis début janvier (0000.0000%) a été calculé en fonction de vos revenus 0000 et uniquement vos revenus puisque vous aviez opté pour l'imposition séparée. Depuis votre déclaration des revenus 0000, un nouveau taux a été calculé en fonction des revenus du couple. Il en ressort un taux pour le foyer de 0000.0000%. Concernant les taux individualisés, vos revenus 0000 (0000€) sont inférieurs aux revenus de votre épouse (0000€), il est donc normal que votre taux soit inférieurs à celui de votre épouse. Dans le calcul des taux individualisés, on calcule d'abord l'impôt dû par la personne au plus faible revenu, donc vous puis on répercute le reste de l'impôt sur la personne au plus fort revenu (votre épouse).   Restant à votre disposition.         Cordialement. ￼M. XXXXX XXXXX AGENT ADMINISTRATIF FIP PRINCIPAL _____________ De : XXXXX XXXXX XXXXX￼ Ma demande N°￼0000 0000/0000/0000 A : Centre de contact XXXXX Bonjour,   je vous contacte car je ne comprends pas bien mon taux de prélèvement à la source (mon taux ainsi que celui de mon épouse) qui ont augmenté depuis notre déclaration de revenus sur l'XXXXX́e 0000. Il se trouve que je ne comprends pas cette augmentation (0000,0000% chacun, ou la possibilité de l'individualiser à 0000,0000 pour moi et 0000,0000 pour mon épouse) alors que les revenus de mon épouse n'ont pas augmenté, seul les miens ont augmenté légèrement (je touche désormais 0000 euros de plus mensuels). Si ma logique est bonne si nous choisissions un taux individualisé il devrait s'agir de mon taux qui serait le plus élevé puisque je touche désormais plus qu'elle, hors ce n'est pas le cas. Je peux comprendre une légère augmentation de mon taux due à mon augmentation de salaire, mais pas une augmentation de son taux à elle si on individualisait. Est ce que ce taux a changé suite à l'obtention de primes sur l'XXXXX́e 0000? Pourtant ce sont des primes qui etaient exceptionnelles et qui n'auront pas lieu en 0000, de plus nous allons payer une régularisation sur ces primes perçues puisque nous les avons déclarés comme primes exceptionnelles dans notre déclaration.   dans l'attente de votre retour, cordialement,   ￼;réponse vien recevoir correspondre réponse précédent courriel reponse recevoir remettre historique premier réponse dire taux mois juin augmenter épouse toucher plus salaire prime alors dernier mail dire taux jusqu aout correspondre revenir seulement septembre décembre taux calculer revenir cas pourquoi taux augmenter censé payer jusqu aout taux correspondre repose question taux actuel calculé revenir suite obtention prime épous devoir cas train payer trop impôt quand régularisation faire pensai prélèvement source but prélever directement impot correspondre revenir mois cours payer an retard impot correspondre précédent pouvoir plus actualité centre contact xxxx ￼ réponse administration janvier août prélèvement source appliquer taux baser revenir suite dépôt déclaration revenir tal baser revenir septembre décembre prélèvement servir provisionner impôt revenir dont déclaration souscrire printemps impôt découler imputer prélèvement effectuer durer régularisation versement complémentaire remboursement faire août septembre revenir prélèvement durer provisionner impôt revenu pouvoir régularisation ￼ m controleur fip centre contact xxxx ￼ réponse administration tal appliquer depuis début janvier calculer fonction revenir uniquement revenir puisque opter imposition séparer depuis déclaration revenir nouveau taux calculer fonction revenir couple ressort tal foyer concerner taux individualisé revenu inférieur revenu épous normal taux inférieur celui épous calcul tal individualisé calculer abord impôt devoir personne plus faible revenu pouvoir répercuter reste impôt personn plus fort revenir épous restant disposition ￼ m agent administratif fip principal xxxx ￼ demande numéro ￼ centre contact contacter comprendre bien taux prélèvement source tal ainsi celui épouse augmenter depuis déclaration revenir trouver comprendre augmentation chacun possibilité individualiser épouse alors revenir épous augmenter seul mien augmenter légèrement toucher désormais euro plus mensuel logique bon choisission tal individualisé devoir agir taux plus élevé puisque toucher désormais plus hors cas pouvoir comprendre léger augmentation tal devoir augmentation salair augmentation taux individualisait taux changer suite obtention prime pourtant prime etaient exceptionnel lieu plus aller payer régularisation prime percevoir puisque déclarer comme prime exceptionnel déclaration attente retour
8;Bonjour, Nous souhaiterions savoir comment personnaliser le taux de prélèvement de ma femme. En effet je suis prélevé au taux de 0000.0000% et de sont coté selon les données issues des simulations sur sa fiche de paie de décembre il est indiqué un taux de prélèvement de 0000.0000%. Nous ne pouvons pas modifier ce taux depuis mon espace particulier, et elle ne peut pas en créer un de son coté du fait que nous sommes un seul et même foyer fiscal, et avons donc un seul numéro fiscal pour nous connecter. Pourriez vous nous indiquer comment procéder pour mettre à jour son taux de prélèvement. En vous remerciant par avance de votre retour Cordialement XXXXX XXXXX;souhaiter savoir comment personnaliser taux prélèvement femme effet prélever taux coté selon donnée issu simulation fiche payer décembre indiquer taux prélèvement pouvoir modifier taux depuis espace particulier pouvoir créer coté faire seul foyer fiscal seul numéro fiscal connecter pouvoir indiquer comment procéder mettre jour taux prélèvement remercier avancer retour
1:8;Bonjour Où pouvons nous voir le montant de notre impôt sur notre espace particulier ? Concernant l'individualisation du taux de prélèvement, je ne comprends rien, sur mon espace que j'opte pour la personnalisation ou non, c'est la même chose. Vous souhaitant bonne réception de ma demande Respectueusement. M. XXXXX XXXXX;où pouvoir voir montant impôt espace particulier concerner individualisation tal prélèvement comprendre rien espace opter personnalisation non chose souhaiter bon réception demande respectueusement
