label;message;message_clean
1;"Bonjour , mon taux de prélèvement est a ce jour, calculés sur revenus 0000 de 0000.0000 % et je suis prélevé a ce taux depuis le 0000/0000/0000 ; or, sur mes revenus 0000 mon taux est passé à 0000.0000 % ( suite a l édition de l avis de situation déclarative sur revenus 0000) ; Quand vais être remboursé du trop versé de XXXXX à ce jour et quand mon nouveau taux va t-il être appliqué sur mes pensions ? Merci pour votre réponse Cordialement XXXXX XXXXX";taux prélèvement jour calculés revenus prélevé taux depuis or revenus taux passé suite édition avis situation déclarative revenus quand vais remboursé trop versé jour quand nouveau taux va appliqué pensions réponse
8;"Bonjour, Ma question n'est pas sur le taux de prélèvement lui-même mais le fait qu'il soit écrit que pour ma femme le taux est, et sera de XXXXX,XXXXX% et qu'il lui est malgré tout appliqué une retenue sur ses retraites, ce qui parait évident. Exemple : : ARRCXXXXX 0000 = € 0000.0000 et dès XXXXX 0000 = € 0000.0000 CARSAT 0000 = € 0000.0000 "" "" "" 0000 = € 0000.0000 Il est préférable d'écrire que le taux du foyer est de 0000.0000 % pour chacun ? Je vous remercie par avance de bien vouloir m'expliquer ce qu'est et ce que représente exactement ce taux de prélèvement à la source car il y a quelque chose qui m'échappe..... Bien à vous. XXXXX XXXXX";question taux prélèvement fait écrit femme taux malgré tout appliqué retenue retraites parait évident exemple arrcxxxxx dès carsat préférable écrire taux foyer chacun avance bien vouloir expliquer représente exactement taux prélèvement source quelque chose échappe bien
1;je tenais à vous signaler que depuis quelques moi mes revenus ont encore baissé! je ne perçois que: 0000 ou 0000 / mois de Pole Emploi suivant les mois de 0000 ou 0000 jours ( environ 0000€/jour) voir période du mois de Mars car c'est celle ci qui sera prise en compte chaque mois dorénavant. 0000 / mois de la XXXXX;tenais signaler depuis quelques revenus encore baissé perçois mois pole emploi suivant mois jours environ jour voir période mois mars celle ci prise compte chaque mois dorénavant mois
1;Bonjour Me , Mr. J'ai modifié début janvier mon taux de prélèvement à la source sur mon compte en ligne selon la procédure indiquée , mais le prélèvement effectué sur mes pensions de retraite est resté le meme . Pouvez vous m'indiquer quand ce changement sera transmis et pris en compte par mes caisses de retraite. Cordialement . XXXXX XXXXX;modifié début janvier taux prélèvement source compte ligne selon procédure indiquée prélèvement effectué pensions retraite resté meme pouvez indiquer quand changement transmis pris compte caisses retraite
8;Bonjour, je trouve mon taux de prélèvement à la source étrangement élevé (0000,0000%, ma conjointe étant à 0000.0000%). En effet si je fais une simulation simplifiée, je suis à moins de 0000%. Je n'arrive pas à voire ce qui ne va pas. La seule différence entre les 0000 est que dans la simulation je ne renseigne pas les revenus fonciers de ma conjointe (qui ne sont pas sensés impactés mon taux, non?). merci d'avance pour votre aide;trouve taux prélèvement source étrangement élevé conjointe effet fais simulation simplifiée moins arrive voire va seule différence entre simulation renseigne revenus fonciers conjointe sensés impactés taux non avance aide
1;Bonjour, Je viens de réaliser ma déclaration de revenu en ligne et à l'issu de cette déclaration, le taux de prélèvement à la source prévu pour septembre 0000 sera de 0000%. Or, en 0000 j'étais en contrat de professionnalisation (jusqu'au 0000 juin 0000) puis j'ai été au chômage jusqu'au 0000 août 0000. A cette date j'ai repris un contrat d'apprentissage (je suis restée inscrite au pôle emploi pendant ma période d'essai). Mais ce contrat d'apprentissage me donne un salaire moindre que pendant mon précédent contrat. Et ce contrat d'apprentissage se fini le 0000 août 0000. Par conséquent mon taux de prélèvement ne peux être de 0000%. Ainsi, merci de bien vouloir réévaluer mon taux pour septembre 0000 (je vous joins mon contrat d'apprentissage (je suis en situation de handicap,c'est pourquoi j'ai pu signer un contrat d'apprentissage malgré mon âge) ainsi que ma dernière fiche de paie). Cordialement. XXXXX-XXXXX XXXXX;viens réaliser déclaration revenu ligne issu déclaration taux prélèvement source prévu septembre or contrat professionnalisation jusqu juin puis chômage jusqu août date repris contrat apprentissage restée inscrite pôle emploi pendant période essai contrat apprentissage donne salaire moindre pendant précédent contrat contrat apprentissage fini août conséquent taux prélèvement peux ainsi bien vouloir réévaluer taux septembre joins contrat apprentissage situation handicap pourquoi pu signer contrat apprentissage malgré âge ainsi dernière fiche paie
8;Bonjour, sur ma feuille d'impot est noté taux foyer 0000.0000% ou pour mon conjoint 0000.0000% et moi 0000.0000%. d'où vient cette différence entre le taux foyer le taux individuel. De plus, je ne déclare plus de pension alimentaire pour fils. comment cela se passe t'il ?;feuille impot noté taux foyer conjoint où vient différence entre taux foyer taux individuel plus déclare plus pension alimentaire fils comment passe
1;Bonjour, Mon taux était de 0000,0000 % jusqu'à mars 0000. J'ai déclaré un changement de revenue et une naissance sur 0000, je suis donc passé à 0000% depuis avril 0000. j'ai effectué ma déclaration de revenu 0000 qui m'annonce un taux à 0000% des janvier 0000. Ma situation devrait être la même qu'aujourd'hui avec mon taux à 0000%. comment faire la modification pour janvier 0000 ?;taux jusqu mars déclaré changement revenue naissance passé depuis avril effectué déclaration revenu annonce taux janvier situation devrait aujourd hui taux comment modification janvier
1;Bonjour, Les revenus de mon couple ont subi une augmentation depuis la déclaration de nos revenus 0000 où mon mari et moi étions non-imposables. Dois-je de suite modifier dans mon espace personnel notre taux de prélèvement, actuellement de 0000 % ou puis-je attendre la déclaration qui sera effectuée en avril-mai ? Si nous attendons la déclaration d'avril-mai, nous appliquerez-vous des pénalités pour ne pas avoir rectifié notre taux de prélèvement dès janvier ?Si je modifie dès à présent notre taux de prélèvement, est-il possible d'avoir des taux différents car mon mari perçoit un salaire plus élevé que le mien ? Si oui, quelle est la démarche ? Aucune pénalité n'est appliquée du fait de ce changement de taux ? Je vous remercie pour votre réponse. Cordialement. XXXXX XXXXX;revenus couple subi augmentation depuis déclaration revenus où mari non imposables dois suite modifier espace personnel taux prélèvement actuellement puis attendre déclaration effectuée avril mai attendons déclaration avril mai appliquerez pénalités rectifié taux prélèvement dès janvier modifie dès présent taux prélèvement possible taux différents mari perçoit salaire plus élevé mien oui quelle démarche aucune pénalité appliquée fait changement taux réponse
1;Bonjour, J'ai bien reçu votre taux de pourcentage de 0000.0000% mais mon souci c'est que dans la dernière déclaration j'avais déclaré le paiement de la société de mon mari décédé en décembre 0000. (soit environ 0000€) Comment je peux faire pour retirer cette somme pour mon nouveau calcul car je ne vourdais pas être trop prélevé sur mon salaire pour l'XXXXX́e 0000. Merci par avance pour votre aide Cordialement Mme XXXXX;bien reçu taux pourcentage souci dernière déclaration déclaré paiement société mari décédé décembre environ comment peux retirer somme nouveau calcul vourdais trop prélevé salaire avance aide
1;bonjour, la situation de mon mari a changé depuis le mois de Septembre, il est en effet au chômage et toute une pension d'invalidité de catégorie 0000, est ce que je dois le signaler quelque part ? de plus le pôle emploi a déjà fait le prélèvement à la source sur les indemnités de mon mari sur le mois de Décembre, est ce logique ? Je vous remercie par avance du temps que vous prendrez pour répondre à mes questions, cordialement XXXXX XXXXX;situation mari changé depuis mois septembre effet chômage toute pension invalidité catégorie dois signaler quelque part plus pôle emploi déjà fait prélèvement source indemnités mari mois décembre logique avance temps prendrez répondre questions
1;Bonjour, Je suis veuf et ma feue épouse est décédée en janvier 0000. Elle était titulaire d'une carte d'invalidité. Mon taux personnalisé a donc été calculé sur 0000,0000 parts et s'élève à 0000,0000 % selon vos calculs. ce qui me parait totalement exact. Pour 0000 je suis toujours veuf mais mon nombre de part devrait être je crois de 0000,0000 part. donc mon taux est trop faible. ce qui va avoir pour conséquence un fort rattrapage lorsque j'aurai fait ma déclaration de revenus pour 0000. Je souhaite donc l'augmenter pour tenir compte de ma situation fiscale qui passerait de 0000.0000 parts a 0000 part unique. J'ai essayé de le faire à travers le site, mais on me demande mes revenus 0000 que je ne connais pas encore ainsi que mes revenus 0000 que j'ignore totalement. ET je ne voudrai pas avoir à m'acquitter en fin d'XXXXX́e d'une somme importante pour régulariser ma situation. Ce changement du nombre de part ne devrait concerner que l'XXXXX́e à venir et je crains que l'usage d'un taux non personnalisé  soit pris en compte pour les XXXXX́es suivantes. Je ne sais donc pas comment faire pour que le prélèvement à la source colle au mieux à mes ressources afin de ne pas avoir à subir une régularisation importante en fin d'XXXXX́e 0000 et que mon choix éventuel de taux non personnalisé soit sans conséquence sur les XXXXX́es suivantes. Merci de votre aide. M XXXXX XXXXX-XXXXX;veuf feue épouse décédée janvier titulaire carte invalidité taux personnalisé calculé parts élève selon calculs parait totalement exact toujours veuf nombre part devrait crois part taux trop faible va conséquence fort rattrapage lorsque fait déclaration revenus souhaite augmenter tenir compte situation fiscale passerait parts part unique essayé travers site demande revenus connais encore ainsi revenus ignore totalement voudrai acquitter fin somme importante régulariser situation changement nombre part devrait concerner venir crains usage taux non personnalisé pris compte xxxxx́es suivantes sais comment prélèvement source colle mieux ressources afin subir régularisation importante fin choix éventuel taux non personnalisé sans conséquence xxxxx́es suivantes aide
1;"prélèvement à la source Bonjour, les revenus que j'ai perçus en 0000 et qui ont servi à calculer le % de prélèvement sont nettement supérieurs à ceux que je percevrai en 0000. C'est dû au fait qu'en 0000 j'ai travaillé jusqu'0000 aout, que je percevais en plus de mon salaire les complémentaires de mon époux décédé. A partir de septembre 0000 je n'ai plus touché que ma pension de retraite et les complémentaires de mon époux. Mes revenus mensuels s'élèvent aujourd'hui à 0000 euros. Le % de prélèvement indiqué sur ma déclaration est de 0000% . Je pense que ce % ne correspond plus à mes revenus actuels et je n'arrive pas à accéder au site ""modifier le prélèvement à la source"". il m'est indiqué ""site accessible à partir du 0000 janvier 0000 Pouvez vous m'apporter votre aide? Respectueusement XXXXX XXXXX";prélèvement source revenus perçus servi calculer prélèvement nettement supérieurs ceux percevrai dû fait travaillé jusqu aout percevais plus salaire complémentaires époux décédé partir septembre plus touché pension retraite complémentaires époux revenus mensuels élèvent aujourd hui euros prélèvement indiqué déclaration pense correspond plus revenus actuels arrive accéder site modifier prélèvement source indiqué site accessible partir janvier pouvez apporter aide respectueusement
8;Bonjour, NNous venons de déclarer notre pacse sur le site internet. Nous sommes étonné car le taux de prélèvement à la source change à la hausse pour ma compagne alors que le mien ne bouge pas alors qu'elle est non imposable. MMerci d'avance de votre réponse. CCordialement XXXXX ravaux;nnous venons déclarer pacse site internet étonné taux prélèvement source change hausse compagne alors mien bouge alors non imposable mmerci avance réponse ccordialement ravaux
1;Bonjour, pour l'exercice 0000 j'ai travaillé de février à fin août 0000. Depuis je suis au chômage et mes revenus ont baissés de 0000%. Quelle impact cela aura sur mon taux d'imposition? En vous remerciant.;exercice travaillé février fin août depuis chômage revenus baissés quelle impact taux imposition remerciant
1:8;Bonjour, la réponse que je viens de recevoir ne correspond pas à la réponse d'un précédent courriel de reponse reçu. Je vous remets l'historique. Dans la première réponse on me dit que le taux du mois a juin a augmenté pour mon épouse car en 0000 elle a touché plus de salaire que moi (car elle a eu des primes), alors que dans le dernier mail on me dit que les taux jusqu'à aout 0000 correspondent aux revenus 0000 et que c'est seulement de septembre à décembre que les taux seront calculés sur les revenus 0000. dans ce cas pourquoi mon taux a t'il augmenté si nous sommes censés payer jusqu'à aout un taux qui correspond à 0000? je repose donc ma question, le taux actuel de 0000,0000, est calculé sur les revenus 0000 suite à l'obtention des primes de mon épouse en 0000? En 0000 elle ne devrait pas les avoir. Dans ce cas nous sommes en train de payer trop d'impôts. Quand la régularisation sera t'elle faite ? je pensais que le prélèvement à la source avait pour but de prélever directement les impots qui correspondent aux revenus sur le mois en cours, pour ne pas avoir à payer avec un an de retard des impots qui correspondent à l'XXXXX́e précédente et qui peuvent ne plus être d'actualité ? merci __________ De : Centre de contact XXXXX￼ Réponse de l'administration 0000/0000/0000 A : XXXXX XXXXX XXXXX Bonjour,   De janvier à août 0000, le prélèvement à la source est appliqué sur un taux basé sur les revenus 0000. Suite au dépôt de votre déclaration des revenus 0000, ce taux sera basé sur les revenus 0000 de septembre à décembre 0000. Ces prélèvements servent à provisionner l'impôt sur les revenus 0000, dont la déclaration sera à souscrire au printemps 0000. De l'impôt qui en découlera seront imputés les prélèvements effectués durant l'XXXXX́e 0000. La régularisation (versement complémentaire ou remboursement) se fera en août-septembre 0000.   Il en sera de même pour les revenus 0000 : prélèvement durant l'XXXXX́e 0000 pour provisionner l'impôt sur le revenu 0000, puis régularisation à l'été 0000.     Cordialement. ￼M. XXXXX XXXXX CONTROLEUR FIP _________________ De : Centre de contact XXXXX￼ Réponse de l'administration 0000/0000/0000 A : XXXXX XXXXX XXXXX Bonjour,   Votre taux appliqué depuis début janvier (0000.0000%) a été calculé en fonction de vos revenus 0000 et uniquement vos revenus puisque vous aviez opté pour l'imposition séparée. Depuis votre déclaration des revenus 0000, un nouveau taux a été calculé en fonction des revenus du couple. Il en ressort un taux pour le foyer de 0000.0000%. Concernant les taux individualisés, vos revenus 0000 (0000€) sont inférieurs aux revenus de votre épouse (0000€), il est donc normal que votre taux soit inférieurs à celui de votre épouse. Dans le calcul des taux individualisés, on calcule d'abord l'impôt dû par la personne au plus faible revenu, donc vous puis on répercute le reste de l'impôt sur la personne au plus fort revenu (votre épouse).   Restant à votre disposition.         Cordialement. ￼M. XXXXX XXXXX AGENT ADMINISTRATIF FIP PRINCIPAL _____________ De : XXXXX XXXXX XXXXX￼ Ma demande N°￼0000 0000/0000/0000 A : Centre de contact XXXXX Bonjour,   je vous contacte car je ne comprends pas bien mon taux de prélèvement à la source (mon taux ainsi que celui de mon épouse) qui ont augmenté depuis notre déclaration de revenus sur l'XXXXX́e 0000. Il se trouve que je ne comprends pas cette augmentation (0000,0000% chacun, ou la possibilité de l'individualiser à 0000,0000 pour moi et 0000,0000 pour mon épouse) alors que les revenus de mon épouse n'ont pas augmenté, seul les miens ont augmenté légèrement (je touche désormais 0000 euros de plus mensuels). Si ma logique est bonne si nous choisissions un taux individualisé il devrait s'agir de mon taux qui serait le plus élevé puisque je touche désormais plus qu'elle, hors ce n'est pas le cas. Je peux comprendre une légère augmentation de mon taux due à mon augmentation de salaire, mais pas une augmentation de son taux à elle si on individualisait. Est ce que ce taux a changé suite à l'obtention de primes sur l'XXXXX́e 0000? Pourtant ce sont des primes qui etaient exceptionnelles et qui n'auront pas lieu en 0000, de plus nous allons payer une régularisation sur ces primes perçues puisque nous les avons déclarés comme primes exceptionnelles dans notre déclaration.   dans l'attente de votre retour, cordialement,   ￼;réponse viens recevoir correspond réponse précédent courriel reponse reçu remets historique première réponse dit taux mois juin augmenté épouse touché plus salaire primes alors dernier mail dit taux jusqu aout correspondent revenus seulement septembre décembre taux calculés revenus cas pourquoi taux augmenté censés payer jusqu aout taux correspond repose question taux actuel calculé revenus suite obtention primes épouse devrait cas train payer trop impôts quand régularisation faite pensais prélèvement source but prélever directement impots correspondent revenus mois cours payer an retard impots correspondent précédente peuvent plus actualité centre contact xxxxx￼ réponse administration janvier août prélèvement source appliqué taux basé revenus suite dépôt déclaration revenus taux basé revenus septembre décembre prélèvements servent provisionner impôt revenus dont déclaration souscrire printemps impôt découlera imputés prélèvements effectués durant régularisation versement complémentaire remboursement fera août septembre revenus prélèvement durant provisionner impôt revenu puis régularisation ￼m controleur fip centre contact xxxxx￼ réponse administration taux appliqué depuis début janvier calculé fonction revenus uniquement revenus puisque opté imposition séparée depuis déclaration revenus nouveau taux calculé fonction revenus couple ressort taux foyer concernant taux individualisés revenus inférieurs revenus épouse normal taux inférieurs celui épouse calcul taux individualisés calcule abord impôt dû personne plus faible revenu puis répercute reste impôt personne plus fort revenu épouse restant disposition ￼m agent administratif fip principal xxxxx￼ demande n°￼ centre contact contacte comprends bien taux prélèvement source taux ainsi celui épouse augmenté depuis déclaration revenus trouve comprends augmentation chacun possibilité individualiser épouse alors revenus épouse augmenté seul miens augmenté légèrement touche désormais euros plus mensuels logique bonne choisissions taux individualisé devrait agir taux plus élevé puisque touche désormais plus hors cas peux comprendre légère augmentation taux due augmentation salaire augmentation taux individualisait taux changé suite obtention primes pourtant primes etaient exceptionnelles lieu plus allons payer régularisation primes perçues puisque déclarés comme primes exceptionnelles déclaration attente retour
8;Bonjour, Nous souhaiterions savoir comment personnaliser le taux de prélèvement de ma femme. En effet je suis prélevé au taux de 0000.0000% et de sont coté selon les données issues des simulations sur sa fiche de paie de décembre il est indiqué un taux de prélèvement de 0000.0000%. Nous ne pouvons pas modifier ce taux depuis mon espace particulier, et elle ne peut pas en créer un de son coté du fait que nous sommes un seul et même foyer fiscal, et avons donc un seul numéro fiscal pour nous connecter. Pourriez vous nous indiquer comment procéder pour mettre à jour son taux de prélèvement. En vous remerciant par avance de votre retour Cordialement XXXXX XXXXX;souhaiterions savoir comment personnaliser taux prélèvement femme effet prélevé taux coté selon données issues simulations fiche paie décembre indiqué taux prélèvement pouvons modifier taux depuis espace particulier peut créer coté fait seul foyer fiscal seul numéro fiscal connecter pourriez indiquer comment procéder mettre jour taux prélèvement remerciant avance retour
1:8;Bonjour Où pouvons nous voir le montant de notre impôt sur notre espace particulier ? Concernant l'individualisation du taux de prélèvement, je ne comprends rien, sur mon espace que j'opte pour la personnalisation ou non, c'est la même chose. Vous souhaitant bonne réception de ma demande Respectueusement. M. XXXXX XXXXX;où pouvons voir montant impôt espace particulier concernant individualisation taux prélèvement comprends rien espace opte personnalisation non chose souhaitant bonne réception demande respectueusement
1:8;Bonjour, Mon épouse a retrouvé une activité professionnelle en XXXXX depuis fin 0000 (frontalière). Nous sommes de plus en instance de séparation (divorce pas encore officialisé). Nous sommes actuellement prélevés mensuellement sur un seul compte bancaire, le mien, avec un montant unique qui correspond à nos revenus communs de 0000 qui ne correspondent plus à ce que nous gagnons aujourd'hui. Il faudrait que mon épouse puisse actualiser sa situation de manière indépendante. Dans l'attente du divorce officiel, est-ce possible de: prélever les impôts de notre couple mensuellement sur 0000 comptes bancaires différents avec 0000 montants, l'un pour mon épouse proportionnellement à son nouveau revenu actuel, l'autre pour moi?de donner la possibilité à mon épouse d'ajuster sa situation sur son espace particulier impots.gouv indépendamment de la mienne? Merci d'avance pour votre aide. Cdlt, G. XXXXX du XXXXX;épouse retrouvé activité professionnelle depuis fin frontalière plus instance séparation divorce encore officialisé actuellement prélevés mensuellement seul compte bancaire mien montant unique correspond revenus communs correspondent plus gagnons aujourd hui faudrait épouse puisse actualiser situation manière indépendante attente divorce officiel possible prélever impôts couple mensuellement comptes bancaires différents montants épouse proportionnellement nouveau revenu actuel autre donner possibilité épouse ajuster situation espace particulier impots gouv indépendamment mienne avance aide cdlt
